percent_speed,rotation_speed(°/s)
0,6.592398075067681
10,23.20152305500969
20,39.458600070346
30,55.32209891058533
40,70.94596664251425
50,85.5888813743753
60,100.4441290622797
70,114.81548950228807
80,128.2568412904557
90,140.48537071201577
100,152.14676717530568
